,source,target,weight
1648,Tajikistan,Yemen,0.02631578947368421
1649,Sweden,German DR,0.00949367088607595
1650,Gabon,Mali,0.02097902097902098
1651,Falkland Islands,Åland Islands,0.038461538461538464
1652,Costa Rica,Norway,0.004484304932735426
1653,Tanzania,Brazil,0.00398406374501992
1654,Ivory Coast,Angola,0.006896551724137931
1655,Paraguay,Argentina,0.1891891891891892
1656,Barbados,Saint Martin,0.007407407407407408
1657,Argentina,France,0.013888888888888888
1658,Denmark,Russia,0.031914893617021274
1659,Finland,Austria,0.018957345971563982
1660,Mozambique,DR Congo,0.03289473684210526
1661,Wales,Netherlands,0.031055900621118012
1662,Croatia,Sweden,0.02564102564102564
1663,Ecuador,Mexico,0.056
1664,Niger,Sierra Leone,0.015503875968992248
1665,German DR,Italy,0.010869565217391304
1666,India,Jamaica,0.004629629629629629
1667,Venezuela,Haiti,0.008658008658008658
1668,New Zealand,China PR,0.018633540372670808
1669,Wales,Czech Republic,0.003105590062111801
1670,Taiwan,Bahrain,0.007462686567164179
1671,China PR,Silesia,0.004975124378109453
1672,Greece,Slovakia,0.0043859649122807015
1673,Norway,Sweden,0.17008797653958943
1674,Biafra,Matabeleland,1.0
1675,Argentina,Norway,0.009259259259259259
1676,Botswana,Senegal,0.014285714285714285
1677,Anguilla,Panama,0.015151515151515152
1678,Bulgaria,Czech Republic,0.018115942028985508
1679,Guatemala,Panama,0.0784313725490196
1680,Canada,Cameroon,0.005649717514124294
1681,Estonia,Uruguay,0.0035587188612099642
1682,Saint Pierre and Miquelon,New Caledonia,0.14285714285714285
1683,Armenia,United States,0.007246376811594203
1684,Botswana,Guinea,0.03571428571428571
1685,Guam,Bangladesh,0.012195121951219513
1686,Lesotho,Ghana,0.04285714285714286
1687,Latvia,Republic of Ireland,0.02843601895734597
1688,Wallis Islands and Futuna,New Caledonia,0.15789473684210525
1689,Scotland,Ukraine,0.007722007722007722
1690,Romania,Norway,0.013100436681222707
1691,Algeria,Austria,0.006097560975609756
1692,Martinique,Canada,0.03125
1693,Tanzania,Indonesia,0.00398406374501992
1694,Romania,Bulgaria,0.039301310043668124
1695,Finland,Bosnia and Herzegovina,0.0071090047393364926
1696,Tonga,Cook Islands,0.1111111111111111
1697,Burkina Faso,Libya,0.017543859649122806
1698,Slovenia,Netherlands,0.01818181818181818
1699,Mexico,New Zealand,0.003937007874015748
1700,Thailand,Iran,0.03481012658227848
1701,Spain,Japan,0.007194244604316547
1702,Israel,Bulgaria,0.02072538860103627
1703,Barbados,El Salvador,0.007407407407407408
1704,Australia,Oman,0.006369426751592357
1705,Algeria,Italy,0.006097560975609756
1706,Luxembourg,Slovakia,0.01466275659824047
1707,Lithuania,Slovakia,0.013392857142857142
1708,Indonesia,Vietnam Republic,0.017006802721088437
1709,Saint Kitts and Nevis,Suriname,0.011494252873563218
1710,Ethiopia,Senegal,0.018292682926829267
1711,New Zealand,Papua New Guinea,0.006211180124223602
1712,Bhutan,Maldives,0.11764705882352941
1713,Indonesia,Lithuania,0.003401360544217687
1714,Saint Lucia,Cuba,0.00909090909090909
1715,German DR,Uruguay,0.010869565217391304
1716,Mozambique,South Africa,0.046052631578947366
1717,Aruba,Montserrat,0.012345679012345678
1718,Kyrgyzstan,Maldives,0.021505376344086023
1719,German DR,Wales,0.010869565217391304
1720,Ethiopia,Sudan,0.0975609756097561
1721,Argentina,Poland,0.013888888888888888
1722,Brunei,Thailand,0.07216494845360824
1723,Martinique,Guadeloupe,0.17708333333333334
1724,Czechoslovakia,England,0.04938271604938271
1725,Saint Helena,Guernsey,0.125
1726,China PR,Singapore,0.004975124378109453
1727,Israel,United States,0.010362694300518135
1728,Zambia,Saudi Arabia,0.013333333333333334
1729,Eswatini,Sierra Leone,0.007751937984496124
1730,France,Belarus,0.00390625
1731,Djibouti,Zimbabwe,0.022727272727272728
1732,Estonia,United Arab Emirates,0.0035587188612099642
1733,Jordan,Syria,0.0440251572327044
1734,Sierra Leone,Liberia,0.047619047619047616
1735,Isle of Man,Ynys Môn,0.16666666666666666
1736,Algeria,Libya,0.018292682926829267
1737,Equatorial Guinea,Ghana,0.01282051282051282
1738,Tanzania,Algeria,0.027888446215139442
1739,Philippines,South Korea,0.025380710659898477
1740,Luhansk PR,South Ossetia,0.3333333333333333
1741,Bhutan,Central African Republic,0.011764705882352941
1742,Mexico,Paraguay,0.01968503937007874
1743,Liberia,Egypt,0.034482758620689655
1744,Timor-Leste,Saudi Arabia,0.034482758620689655
1745,Croatia,Argentina,0.038461538461538464
1746,Argentina,Croatia,0.009259259259259259
1747,Darfur,Northern Cyprus,0.14285714285714285
1748,Czech Republic,United States,0.010526315789473684
1749,Nicaragua,United States,0.007462686567164179
1750,Denmark,Netherlands,0.04609929078014184
1751,Tanzania,Bulgaria,0.00398406374501992
1752,Singapore,Sweden,0.003048780487804878
1753,France,Japan,0.00390625
1754,Vietnam,Thailand,0.14953271028037382
1755,Kazakhstan,Germany,0.031746031746031744
1756,Qatar,Kenya,0.004784688995215311
1757,Qatar,Russia,0.004784688995215311
1758,Barbados,Guyana,0.1259259259259259
1759,Sudan,Kuwait,0.005291005291005291
1760,Gibraltar,Shetland,0.03333333333333333
1761,Western Isles,Ynys Môn,0.0625
1762,Suriname,Haiti,0.024
1763,Qatar,Thailand,0.019138755980861243
1764,Cook Islands,New Caledonia,0.10810810810810811
1765,United States Virgin Islands,Saint Vincent and the Grenadines,0.038461538461538464
1766,Venezuela,Costa Rica,0.025974025974025976
1767,Wallis Islands and Futuna,American Samoa,0.05263157894736842
1768,Jamaica,Iran,0.00823045267489712
1769,Algeria,Central African Republic,0.006097560975609756
1770,Liechtenstein,Bosnia and Herzegovina,0.046875
1771,Jamaica,Haiti,0.102880658436214
1772,Syria,Nigeria,0.005376344086021506
1773,Cape Verde,Tanzania,0.023809523809523808
1774,Bulgaria,Portugal,0.010869565217391304
1775,Romania,Croatia,0.017467248908296942
1776,Indonesia,Yugoslavia,0.01020408163265306
1777,New Zealand,Australia,0.2608695652173913
1778,Switzerland,Italy,0.0807799442896936
1779,Zambia,Eswatini,0.008888888888888889
1780,Isle of Man,Guernsey,0.3333333333333333
1781,Haiti,Venezuela,0.016853932584269662
1782,Senegal,Cameroon,0.017857142857142856
1783,Lebanon,Bangladesh,0.006896551724137931
1784,Uzbekistan,Australia,0.027777777777777776
1785,Madagascar,Guinea,0.008264462809917356
1786,China PR,North Korea,0.03980099502487562
1787,North Korea,Kuwait,0.05263157894736842
1788,Egypt,Belgium,0.0053475935828877
1789,Taiwan,Solomon Islands,0.007462686567164179
1790,Australia,Japan,0.07006369426751592
1791,Kazakhstan,Uzbekistan,0.023809523809523808
1792,Sudan,Saudi Arabia,0.005291005291005291
1793,Thailand,Bahrain,0.00949367088607595
1794,Uruguay,Estonia,0.003355704697986577
1795,Cameroon,Zambia,0.020134228187919462
1796,Macau,Kuwait,0.0196078431372549
1797,Felvidék,County of Nice,0.2
1798,Chad,Botswana,0.029411764705882353
1799,Brunei,Singapore,0.1134020618556701
1800,Iraq,Russia,0.0064516129032258064
1801,Greenland,Åland Islands,0.0975609756097561
1802,Bulgaria,Mexico,0.010869565217391304
1803,Jordan,Moldova,0.006289308176100629
1804,Algeria,Niger,0.006097560975609756
1805,Chile,France,0.00909090909090909
1806,Czech Republic,Sweden,0.021052631578947368
1807,Mongolia,North Vietnam,0.015625
1808,Kosovo,Turkey,0.08571428571428572
1809,China PR,Iran,0.06467661691542288
1810,South Sudan,Benin,0.04878048780487805
1811,Georgia,Austria,0.007462686567164179
1812,Poland,Netherlands,0.036231884057971016
1813,Poland,Australia,0.0036231884057971015
1814,Ghana,New Zealand,0.005681818181818182
1815,Tamil Eelam,Raetia,0.08333333333333333
1816,Egypt,Norway,0.016042780748663103
1817,Jamaica,United States,0.07818930041152264
1818,Azerbaijan,Moldova,0.019230769230769232
1819,Northern Ireland,Croatia,0.002824858757062147
1820,Kazakhstan,Georgia,0.023809523809523808
1821,Georgia,France,0.022388059701492536
1822,Equatorial Guinea,Tunisia,0.07692307692307693
1823,Taiwan,Indonesia,0.06716417910447761
1824,Turkmenistan,Saudi Arabia,0.038461538461538464
1825,India,Tajikistan,0.013888888888888888
1826,Ecuador,Spain,0.008
1827,North Macedonia,Lebanon,0.007874015748031496
1828,Kazakhstan,Azerbaijan,0.031746031746031744
1829,Anguilla,Suriname,0.015151515151515152
1830,Bhutan,Nepal,0.15294117647058825
1831,Åland Islands,Western Isles,0.045454545454545456
1832,Portugal,Greece,0.02702702702702703
1833,Vietnam,Oman,0.037383177570093455
1834,Saint Helena,Ynys Môn,0.125
1835,Provence,Two Sicilies,0.08333333333333333
1836,Mauritius,Qatar,0.00641025641025641
1837,Myanmar,Israel,0.0049504950495049506
1838,Seychelles,Mozambique,0.02631578947368421
1839,Bonaire,Barbados,0.06666666666666667
1840,Palestine,Uzbekistan,0.05102040816326531
1841,Singapore,India,0.027439024390243903
1842,Tunisia,Finland,0.010752688172043012
1843,Provence,Gozo,0.08333333333333333
1844,São Tomé and Príncipe,Namibia,0.02127659574468085
1845,Sierra Leone,Egypt,0.007936507936507936
1846,Yugoslavia,Bulgaria,0.037037037037037035
1847,Lebanon,Israel,0.006896551724137931
1848,Aruba,Canada,0.012345679012345678
1849,Myanmar,Philippines,0.01485148514851485
1850,Yemen,Vietnam,0.00641025641025641
1851,Switzerland,Wales,0.005571030640668524
1852,Saint Vincent and the Grenadines,Suriname,0.010869565217391304
1853,Belarus,Luxembourg,0.014814814814814815
1854,Gambia,New Zealand,0.008928571428571428
1855,Gabon,Liberia,0.006993006993006993
1856,Israel,Turkey,0.02072538860103627
1857,Mexico,Panama,0.007874015748031496
1858,Lithuania,Italy,0.026785714285714284
1859,South Africa,Mozambique,0.008620689655172414
1860,Dominica,Saint Kitts and Nevis,0.027522935779816515
1861,Japan,China PR,0.07468879668049792
1862,Andorra,Austria,0.005917159763313609
1863,Faroe Islands,France,0.03225806451612903
1864,Azerbaijan,Poland,0.03205128205128205
1865,Sweden,Germany,0.05063291139240506
1866,Burkina Faso,South Africa,0.029239766081871343
1867,São Tomé and Príncipe,Ethiopia,0.02127659574468085
1868,Zambia,Togo,0.022222222222222223
1869,Kenya,Uganda,0.1640625
1870,Portugal,Spain,0.08648648648648649
1871,British Virgin Islands,United States Virgin Islands,0.04225352112676056
1872,Germany,Spain,0.04205607476635514
1873,Switzerland,Costa Rica,0.002785515320334262
1874,Ivory Coast,Argentina,0.013793103448275862
1875,Uganda,Mauritius,0.009433962264150943
1876,Kuwait,Uganda,0.004739336492890996
1877,Falkland Islands,Greenland,0.07692307692307693
1878,Palestine,North Korea,0.02040816326530612
1879,Malta,Venezuela,0.003257328990228013
1880,Antigua and Barbuda,Cuba,0.05504587155963303
1881,Liberia,South Africa,0.013793103448275862
1882,South Yemen,Japan,0.3333333333333333
1883,Brazil,Costa Rica,0.006024096385542169
1884,Finland,Italy,0.030805687203791468
1885,Congo,Kenya,0.011904761904761904
1886,Cameroon,Algeria,0.020134228187919462
1887,Northern Ireland,Germany,0.03672316384180791
1888,Bolivia,Uruguay,0.11267605633802817
1889,Kazakhstan,Republic of Ireland,0.015873015873015872
1890,New Zealand,Italy,0.006211180124223602
1891,Wales,Bosnia and Herzegovina,0.006211180124223602
1892,Brazil,Honduras,0.006024096385542169
1893,Togo,Morocco,0.026881720430107527
1894,Laos,Egypt,0.007142857142857143
1895,North Macedonia,Scotland,0.015748031496062992
1896,Rwanda,Zimbabwe,0.01818181818181818
1897,Burundi,Kenya,0.03296703296703297
1898,Turkmenistan,Japan,0.01282051282051282
1899,Yemen,India,0.00641025641025641
1900,New Zealand,Tahiti,0.012422360248447204
1901,Costa Rica,Ukraine,0.004484304932735426
1902,Saudi Arabia,United States,0.00966183574879227
1903,Finland,North Macedonia,0.002369668246445498
1904,Zambia,Oman,0.0044444444444444444
1905,Algeria,Gambia,0.012195121951219513
1906,Ghana,Ethiopia,0.005681818181818182
1907,South Korea,Senegal,0.013953488372093023
1908,United States,Argentina,0.026515151515151516
1909,Indonesia,Western Australia,0.006802721088435374
1910,Eritrea,Kenya,0.13636363636363635
1911,Saudi Arabia,Yemen DPR,0.004830917874396135
1912,Western Isles,Saare County,0.0625
1913,Liechtenstein,Latvia,0.046875
1914,Dominica,Barbados,0.06422018348623854
1915,Mali,Ghana,0.06557377049180328
1916,Kazakhstan,Iceland,0.007936507936507936
1917,Bosnia and Herzegovina,Iceland,0.009433962264150943
1918,Philippines,United States,0.005076142131979695
1919,Albania,Luxembourg,0.010256410256410256
1920,Luxembourg,North Macedonia,0.005865102639296188
1921,Sierra Leone,Nigeria,0.12698412698412698
1922,Finland,South Korea,0.0071090047393364926
1923,United Arab Emirates,Honduras,0.0048543689320388345
1924,Bosnia and Herzegovina,Albania,0.009433962264150943
1925,Hungary,Luxembourg,0.003278688524590164
1926,Azerbaijan,Bulgaria,0.019230769230769232
1927,Angola,Gabon,0.04918032786885246
1928,Belarus,Czech Republic,0.044444444444444446
1929,Northern Ireland,Turkey,0.014124293785310734
1930,Gotland,Saare County,0.06666666666666667
1931,Turkey,Switzerland,0.021929824561403508
1932,Mali,Kuwait,0.01092896174863388
1933,Senegal,Turkey,0.005952380952380952
1934,Guadeloupe,Cape Verde,0.009615384615384616
1935,China PR,Spain,0.009950248756218905
1936,Ghana,Norway,0.005681818181818182
1937,Jersey,Ynys Môn,0.01639344262295082
1938,Malta,Belarus,0.006514657980456026
1939,Zambia,South Korea,0.008888888888888889
1940,Mexico,Colombia,0.03543307086614173
1941,Libya,Qatar,0.0136986301369863
1942,Japan,Turkey,0.004149377593360996
1943,Andorra,Bulgaria,0.011834319526627219
1944,El Salvador,Bolivia,0.00749063670411985
1945,Faroe Islands,Slovenia,0.016129032258064516
1946,Albania,Turkey,0.03076923076923077
1947,Guam,Pakistan,0.012195121951219513
1948,Finland,Iceland,0.009478672985781991
1949,Sierra Leone,Cameroon,0.015873015873015872
1950,Kuwait,Ivory Coast,0.004739336492890996
1951,Bolivia,Panama,0.017605633802816902
1952,Indonesia,Paraguay,0.003401360544217687
1953,Bolivia,Serbia,0.0035211267605633804
1954,Czech Republic,Northern Ireland,0.021052631578947368
1955,Qatar,Slovenia,0.004784688995215311
1956,Norway,Northern Ireland,0.005865102639296188
1957,Armenia,Israel,0.007246376811594203
1958,Cape Verde,Mozambique,0.011904761904761904
1959,Comoros,Mozambique,0.07142857142857142
1960,Morocco,Zambia,0.04316546762589928
1961,Pakistan,Israel,0.006756756756756757
1962,Equatorial Guinea,DR Congo,0.01282051282051282
1963,Italy,Spain,0.07878787878787878
1964,Liechtenstein,Malta,0.020833333333333332
1965,Madagascar,South Africa,0.03305785123966942
1966,Andorra,Portugal,0.03550295857988166
1967,Liechtenstein,Togo,0.005208333333333333
1968,England,Hungary,0.03431372549019608
1969,Kazakhstan,Lebanon,0.015873015873015872
1970,Sri Lanka,Indonesia,0.0273972602739726
1971,Algeria,Bulgaria,0.018292682926829267
1972,Burundi,Botswana,0.02197802197802198
1973,Malaysia,Yemen,0.0032258064516129032
1974,Guinea,Guinea-Bissau,0.022222222222222223
1975,Paraguay,Venezuela,0.016891891891891893
1976,Cameroon,Martinique,0.006711409395973154
1977,Central African Republic,Gambia,0.014084507042253521
1978,Austria,Morocco,0.0032679738562091504
1979,Iran,England,0.008620689655172414
1980,Cameroon,Madagascar,0.006711409395973154
1981,Estonia,Cyprus,0.014234875444839857
1982,Israel,Romania,0.06217616580310881
1983,Oman,Senegal,0.005263157894736842
1984,Papua New Guinea,New Zealand,0.05555555555555555
1985,Germany,Northern Ireland,0.009345794392523364
1986,Albania,Portugal,0.02564102564102564
1987,Hungary,Uruguay,0.003278688524590164
1988,Argentina,Bolivia,0.032407407407407406
1989,Madagascar,Réunion,0.04132231404958678
1990,Gambia,Libya,0.008928571428571428
1991,Fiji,Estonia,0.01020408163265306
1992,Angola,Botswana,0.01639344262295082
1993,United Arab Emirates,Iraq,0.05339805825242718
1994,Yemen DPR,Djibouti,0.058823529411764705
1995,Sweden,Switzerland,0.03481012658227848
1996,Mongolia,Laos,0.046875
1997,Bolivia,Russia,0.0035211267605633804
1998,Oman,Tajikistan,0.005263157894736842
1999,Uruguay,Indonesia,0.003355704697986577
2000,Trinidad and Tobago,China PR,0.0078125
2001,Åland Islands,Faroe Islands,0.045454545454545456
2002,Colombia,Mexico,0.050505050505050504
2003,Armenia,Czech Republic,0.036231884057971016
2004,Papua New Guinea,China PR,0.013888888888888888
2005,Slovenia,Colombia,0.00909090909090909
2006,Saudi Arabia,Morocco,0.014492753623188406
2007,Australia,Italy,0.006369426751592357
2008,Guam,Iran,0.036585365853658534
2009,Sri Lanka,Japan,0.02054794520547945
2010,Zambia,Burundi,0.0044444444444444444
2011,Tunisia,Kenya,0.005376344086021506
2012,Bangladesh,Jordan,0.012987012987012988
2013,Ivory Coast,Sweden,0.006896551724137931
2014,Serbia,Lithuania,0.010638297872340425
2015,Ghana,Cape Verde,0.005681818181818182
2016,South Korea,Italy,0.004651162790697674
2017,Kuwait,Bosnia and Herzegovina,0.004739336492890996
2018,Germany,Turkey,0.018691588785046728
2019,Hong Kong,Estonia,0.004901960784313725
2020,Romania,Egypt,0.008733624454148471
2021,Greenland,Northern Cyprus,0.024390243902439025
2022,Rwanda,Angola,0.02727272727272727
2023,Republic of Ireland,Belarus,0.004878048780487805
2024,Qatar,Australia,0.014354066985645933
2025,Saint Martin,Aruba,0.03225806451612903
2026,France,Switzerland,0.046875
2027,Jamaica,North Macedonia,0.00411522633744856
2028,Algeria,Guinea,0.036585365853658534
2029,Georgia,Lithuania,0.022388059701492536
2030,Saudi Arabia,Greece,0.004830917874396135
2031,Turkmenistan,Singapore,0.01282051282051282
2032,Bulgaria,Basque Country,0.0036231884057971015
2033,Eswatini,Malawi,0.06976744186046512
2034,Singapore,Myanmar,0.04878048780487805
2035,Japan,Iraq,0.012448132780082987
2036,New Zealand,Egypt,0.012422360248447204
2037,Saudi Arabia,Uzbekistan,0.01932367149758454
2038,Iceland,Faroe Islands,0.004016064257028112
2039,Brazil,Portugal,0.024096385542168676
2040,Iceland,Sweden,0.04819277108433735
2041,Montserrat,Bhutan,0.027777777777777776
2042,United States Virgin Islands,Guyana,0.019230769230769232
2043,Sark,Gibraltar,0.25
2044,Senegal,Equatorial Guinea,0.005952380952380952
2045,Ukraine,England,0.07142857142857142
2046,Serbia,Croatia,0.02127659574468085
2047,Lithuania,Moldova,0.013392857142857142
2048,Gambia,Senegal,0.10714285714285714
2049,Senegal,Malaysia,0.005952380952380952
2050,Mongolia,Bangladesh,0.015625
2051,Russia,Slovakia,0.024539877300613498
2052,Sweden,Egypt,0.006329113924050633
2053,Trinidad and Tobago,Canada,0.03125
2054,Tunisia,Russia,0.010752688172043012
2055,Qatar,Scotland,0.004784688995215311
2056,Syria,Lebanon,0.026881720430107527
2057,Ghana,Guinea,0.017045454545454544
2058,South Africa,Poland,0.008620689655172414
2059,Argentina,Scotland,0.004629629629629629
2060,Morocco,Angola,0.007194244604316547
2061,Vanuatu,Papua New Guinea,0.08035714285714286
2062,Luxembourg,Greece,0.02346041055718475
2063,Raetia,Zanzibar,0.06666666666666667
2064,Panama,Venezuela,0.03686635944700461
2065,Kenya,Eswatini,0.0078125
2066,Moldova,Liechtenstein,0.006289308176100629
2067,Vanuatu,Indonesia,0.008928571428571428
2068,Colombia,Paraguay,0.09090909090909091
2069,Estonia,Chile,0.0035587188612099642
2070,Uruguay,Northern Ireland,0.006711409395973154
2071,Russia,Germany,0.08588957055214724
2072,Brunei,Laos,0.10309278350515463
2073,Israel,New Zealand,0.0051813471502590676
2074,Ethiopia,Rwanda,0.024390243902439025
2075,Canada,Germany,0.011299435028248588
2076,Mali,Guinea-Bissau,0.00546448087431694
2077,Lebanon,United Arab Emirates,0.06206896551724138
2078,Slovakia,Ukraine,0.032
2079,Iraqi Kurdistan,Sápmi,0.16666666666666666
2080,Republic of Ireland,Romania,0.004878048780487805
2081,Gibraltar,Switzerland,0.022222222222222223
2082,Haiti,Costa Rica,0.033707865168539325
2083,Cyprus,Luxembourg,0.003816793893129771
2084,Hong Kong,South Korea,0.10294117647058823
2085,Jordan,United Arab Emirates,0.06289308176100629
2086,Malaysia,New Zealand,0.025806451612903226
2087,Mali,Mozambique,0.00546448087431694
2088,Iceland,Switzerland,0.028112449799196786
2089,New Zealand,Peru,0.012422360248447204
2090,United States,Russia,0.015151515151515152
2091,Uruguay,Iran,0.003355704697986577
2092,Kyrgyzstan,Indonesia,0.010752688172043012
2093,Turkmenistan,India,0.01282051282051282
2094,Iceland,Poland,0.020080321285140562
2095,Singapore,Thailand,0.11280487804878049
2096,Belarus,Italy,0.014814814814814815
2097,United States,Chile,0.01893939393939394
2098,Wales,Iceland,0.003105590062111801
2099,Slovenia,Turkey,0.00909090909090909
2100,South Sudan,Mozambique,0.024390243902439025
2101,Burkina Faso,Angola,0.023391812865497075
2102,Kazakhstan,Slovenia,0.015873015873015872
2103,Chad,Niger,0.014705882352941176
2104,Latvia,Finland,0.04265402843601896
2105,Australia,United Arab Emirates,0.006369426751592357
2106,Greenland,Shetland,0.04878048780487805
2107,Chad,Ethiopia,0.014705882352941176
2108,Trinidad and Tobago,England,0.0078125
2109,Vietnam,Taiwan,0.009345794392523364
2110,Philippines,Bangladesh,0.005076142131979695
2111,Latvia,Qatar,0.004739336492890996
2112,Wales,Northern Ireland,0.08074534161490683
2113,Panama,Brazil,0.013824884792626729
2114,New Caledonia,Réunion,0.021505376344086023
2115,Malawi,Uganda,0.0641025641025641
2116,France,Israel,0.00390625
2117,Turkey,Bosnia and Herzegovina,0.008771929824561403
2118,Tanzania,Senegal,0.00796812749003984
2119,Frøya,Ynys Môn,0.041666666666666664
2120,Malaysia,China PR,0.02903225806451613
2121,Saint Pierre and Miquelon,Réunion,0.2857142857142857
2122,Saudi Arabia,Mali,0.00966183574879227
2123,Maldives,Syria,0.04918032786885246
2124,Kazakhstan,Croatia,0.015873015873015872
2125,Lithuania,Malta,0.004464285714285714
2126,Faroe Islands,Moldova,0.005376344086021506
2127,Honduras,Chile,0.024390243902439025
2128,Jordan,Bulgaria,0.006289308176100629
2129,South Korea,Kuwait,0.04186046511627907
2130,Thailand,Brazil,0.006329113924050633
2131,Israel,Iceland,0.0051813471502590676
2132,Saint Vincent and the Grenadines,Bermuda,0.010869565217391304
2133,Italy,Republic of Ireland,0.01818181818181818
2134,Ethiopia,Ivory Coast,0.018292682926829267
2135,Gotland,Isle of Man,0.13333333333333333
2136,Czech Republic,Brazil,0.021052631578947368
2137,Dominican Republic,Puerto Rico,0.046153846153846156
2138,French Guiana,Costa Rica,0.012195121951219513
2139,Tunisia,Argentina,0.005376344086021506
2140,Belgium,German DR,0.01056338028169014
2141,Cameroon,Denmark,0.013422818791946308
2142,Thailand,Malaysia,0.12025316455696203
2143,Angola,Egypt,0.03278688524590164
2144,Guinea,Yemen DPR,0.005555555555555556
2145,Djibouti,Namibia,0.022727272727272728
2146,French Guiana,Honduras,0.012195121951219513
2147,Algeria,Cameroon,0.03048780487804878
2148,Gozo,Padania,0.14285714285714285
2149,Latvia,Iceland,0.009478672985781991
2150,Senegal,Ivory Coast,0.08333333333333333
2151,Sri Lanka,Thailand,0.0410958904109589
2152,Ambazonia,Romani people,0.2
2153,Slovakia,Paraguay,0.008
2154,Wales,Austria,0.015527950310559006
2155,Réunion,Madagascar,0.30612244897959184
2156,Kazakhstan,Finland,0.03968253968253968
2157,Qatar,Yemen DPR,0.004784688995215311
2158,Georgia,Portugal,0.007462686567164179
2159,Canada,Iran,0.011299435028248588
2160,Belarus,Sweden,0.037037037037037035
2161,Puerto Rico,Colombia,0.011235955056179775
2162,Poland,Belarus,0.007246376811594203
2163,North Korea,Vietnam,0.008771929824561403
2164,Saint Vincent and the Grenadines,Aruba,0.010869565217391304
2165,Hungary,Montenegro,0.006557377049180328
2166,Croatia,Denmark,0.02564102564102564
2167,Paraguay,Republic of Ireland,0.006756756756756757
2168,Malaysia,Vietnam Republic,0.04516129032258064
2169,Singapore,Bulgaria,0.003048780487804878
2170,Uzbekistan,Montenegro,0.009259259259259259
2171,Somalia,Eswatini,0.03225806451612903
2172,Libya,Kenya,0.00684931506849315
2173,Romania,Slovenia,0.013100436681222707
2174,German DR,Tunisia,0.010869565217391304
2175,Tanzania,Libya,0.01195219123505976
2176,Canada,Honduras,0.06779661016949153
2177,New Zealand,Venezuela,0.006211180124223602
2178,Philippines,Israel,0.005076142131979695
2179,Crimea,Northern Cyprus,1.0
2180,Nigeria,Egypt,0.03225806451612903
2181,Bahrain,Cape Verde,0.004761904761904762
2182,United States,Croatia,0.003787878787878788
2183,North Korea,Turkmenistan,0.008771929824561403
2184,United Arab Emirates,Brazil,0.0048543689320388345
2185,Uganda,Madagascar,0.014150943396226415
2186,Oman,Iran,0.031578947368421054
2187,Ukraine,Romania,0.047619047619047616
2188,Vatican City,Monaco,0.75
2189,Colombia,England,0.015151515151515152
2190,Dominican Republic,Cayman Islands,0.015384615384615385
2191,Greece,Turkey,0.03070175438596491
2192,Mexico,Wales,0.003937007874015748
2193,Guinea,Gabon,0.005555555555555556
2194,Trinidad and Tobago,Jamaica,0.109375
2195,Iraq,Yemen DPR,0.0064516129032258064
2196,Gambia,France,0.008928571428571428
2197,Jordan,New Zealand,0.006289308176100629
2198,Délvidék,Felvidék,1.0
2199,Austria,United States,0.0032679738562091504
2200,Belgium,United States,0.0035211267605633804
2201,Albania,Chile,0.005128205128205128
2202,Saint Vincent and the Grenadines,El Salvador,0.03260869565217391
2203,Slovenia,Czech Republic,0.02727272727272727
2204,Kazakhstan,North Macedonia,0.007936507936507936
2205,Comoros,Zimbabwe,0.014285714285714285
2206,British Virgin Islands,Barbados,0.014084507042253521
2207,Tonga,Papua New Guinea,0.06666666666666667
2208,Bulgaria,Bosnia and Herzegovina,0.0036231884057971015
2209,Gabon,Niger,0.013986013986013986
2210,Croatia,France,0.07692307692307693
2211,Abkhazia,Artsakh,0.2
2212,Malaysia,Thailand,0.08709677419354839
2213,South Sudan,Kenya,0.0975609756097561
2214,Switzerland,Cyprus,0.002785515320334262
2215,Burundi,Algeria,0.04395604395604396
2216,Dominican Republic,Bermuda,0.03076923076923077
2217,Tunisia,Ghana,0.04838709677419355
2218,Saint Lucia,Sint Maarten,0.00909090909090909
2219,United Arab Emirates,Indonesia,0.0048543689320388345
2220,Liberia,Ethiopia,0.006896551724137931
2221,Barbados,Suriname,0.022222222222222223
2222,Oman,Chile,0.005263157894736842
2223,Uzbekistan,Kuwait,0.018518518518518517
2224,Papua New Guinea,Australia,0.013888888888888888
2225,Ambazonia,Monaco,0.2
2226,Paraguay,South Korea,0.006756756756756757
2227,Moldova,Andorra,0.006289308176100629
2228,Benin,Niger,0.032679738562091505
2229,British Virgin Islands,Guatemala,0.028169014084507043
2230,Botswana,Madagascar,0.02142857142857143
2231,Tunisia,Kuwait,0.005376344086021506
2232,Tunisia,Colombia,0.005376344086021506
2233,United Koreans in Japan,Iraqi Kurdistan,0.3333333333333333
2234,Azerbaijan,Uzbekistan,0.01282051282051282
2235,Luxembourg,Bulgaria,0.03812316715542522
2236,Jamaica,France,0.00411522633744856
2237,Macau,Tajikistan,0.0196078431372549
2238,Yemen DPR,Syria,0.11764705882352941
2239,Canada,Armenia,0.005649717514124294
2240,San Marino,Greece,0.010256410256410256
2241,Ecuador,German DR,0.004
2242,Sri Lanka,Laos,0.02054794520547945
2243,South Africa,Ivory Coast,0.008620689655172414
2244,Mauritania,Egypt,0.014388489208633094
2245,Turkmenistan,Tajikistan,0.038461538461538464
2246,Eswatini,Nigeria,0.007751937984496124
2247,Lebanon,Mexico,0.006896551724137931
2248,Cape Verde,Gambia,0.047619047619047616
